Country,PercentResistant,antimicrobial_mg_per_population,prop_antibiotics_sold_without_prescription,kilograms_eggs_per_year_per_capita,expected_schooling_years,ibs_rate_2017,kilograms_meat_per_year_per_capita,kilograms_milk_per_year_per_capita
Guinea,Empty,141.5578,Empty,1.25002,10.2,23.6,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.2,23.6,58.4212,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.8,12.72029,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.8,12.72029,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.8,12.72029,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.8,13.70022,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.8,13.70022,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.8,13.70022,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.8,58.4212,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.8,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.8,58.4212,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.2,9.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.2,9.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.2,9.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.2,9.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.2,9.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.2,9.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.2,9.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.2,9.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.2,9.7,58.4212,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.2,10.7,58.4212,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.532,23.6,12.72029,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.532,23.6,12.72029,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.532,23.6,12.72029,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.532,23.6,13.70022,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.532,23.6,13.70022,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.532,23.6,13.70022,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.532,23.6,58.4212,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.532,23.6,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.532,23.6,58.4212,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.8,12.72029,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.8,12.72029,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.8,12.72029,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.8,13.70022,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.8,13.70022,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.8,13.70022,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.8,58.4212,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.8,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.8,58.4212,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.532,9.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.532,9.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.532,9.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.532,9.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.532,9.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.532,9.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.532,9.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.532,9.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.532,9.7,58.4212,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,10.532,10.7,58.4212,6.660235
Guinea,Empty,141.5578,Empty,1.25002,12.131,23.6,12.72029,17.96618
Guinea,Empty,141.5578,Empty,1.25002,12.131,23.6,12.72029,17.97028
Guinea,Empty,141.5578,Empty,1.25002,12.131,23.6,12.72029,6.660235
Guinea,Empty,141.5578,Empty,1.25002,12.131,23.6,13.70022,17.96618
Guinea,Empty,141.5578,Empty,1.25002,12.131,23.6,13.70022,17.97028
Guinea,Empty,141.5578,Empty,1.25002,12.131,23.6,13.70022,6.660235
Guinea,Empty,141.5578,Empty,1.25002,12.131,23.6,58.4212,17.96618
Guinea,Empty,141.5578,Empty,1.25002,12.131,23.6,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,12.131,23.6,58.4212,6.660235
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.8,12.72029,17.96618
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.8,12.72029,17.97028
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.8,12.72029,6.660235
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.8,13.70022,17.96618
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.8,13.70022,17.97028
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.8,13.70022,6.660235
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.8,58.4212,17.96618
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.8,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.8,58.4212,6.660235
Guinea,Empty,141.5578,Empty,1.25002,12.131,9.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,1.25002,12.131,9.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,1.25002,12.131,9.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,1.25002,12.131,9.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,1.25002,12.131,9.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,1.25002,12.131,9.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,1.25002,12.131,9.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,1.25002,12.131,9.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,12.131,9.7,58.4212,6.660235
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,12.131,10.7,58.4212,6.660235
Guinea,Empty,141.5578,Empty,1.25002,11.127,23.6,12.72029,17.96618
Guinea,Empty,141.5578,Empty,1.25002,11.127,23.6,12.72029,17.97028
Guinea,Empty,141.5578,Empty,1.25002,11.127,23.6,12.72029,6.660235
Guinea,Empty,141.5578,Empty,1.25002,11.127,23.6,13.70022,17.96618
Guinea,Empty,141.5578,Empty,1.25002,11.127,23.6,13.70022,17.97028
Guinea,Empty,141.5578,Empty,1.25002,11.127,23.6,13.70022,6.660235
Guinea,Empty,141.5578,Empty,1.25002,11.127,23.6,58.4212,17.96618
Guinea,Empty,141.5578,Empty,1.25002,11.127,23.6,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,11.127,23.6,58.4212,6.660235
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.8,12.72029,17.96618
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.8,12.72029,17.97028
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.8,12.72029,6.660235
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.8,13.70022,17.96618
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.8,13.70022,17.97028
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.8,13.70022,6.660235
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.8,58.4212,17.96618
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.8,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.8,58.4212,6.660235
Guinea,Empty,141.5578,Empty,1.25002,11.127,9.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,1.25002,11.127,9.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,1.25002,11.127,9.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,1.25002,11.127,9.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,1.25002,11.127,9.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,1.25002,11.127,9.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,1.25002,11.127,9.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,1.25002,11.127,9.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,11.127,9.7,58.4212,6.660235
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,1.25002,11.127,10.7,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.2,23.6,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.2,23.6,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.2,23.6,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.2,23.6,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.2,23.6,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.2,23.6,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.2,23.6,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.2,23.6,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.2,23.6,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.8,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.8,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.8,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.8,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.8,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.8,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.8,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.8,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.8,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.2,9.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.2,9.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.2,9.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.2,9.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.2,9.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.2,9.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.2,9.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.2,9.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.2,9.7,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.2,10.7,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.532,23.6,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.532,23.6,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.532,23.6,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.532,23.6,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.532,23.6,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.532,23.6,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.532,23.6,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.532,23.6,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.532,23.6,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.8,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.8,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.8,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.8,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.8,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.8,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.8,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.8,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.8,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.532,9.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.532,9.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.532,9.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.532,9.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.532,9.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.532,9.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.532,9.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.532,9.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.532,9.7,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,10.532,10.7,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,12.131,23.6,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,12.131,23.6,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,12.131,23.6,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,12.131,23.6,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,12.131,23.6,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,12.131,23.6,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,12.131,23.6,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,12.131,23.6,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,12.131,23.6,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.8,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.8,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.8,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.8,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.8,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.8,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.8,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.8,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.8,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,12.131,9.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,12.131,9.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,12.131,9.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,12.131,9.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,12.131,9.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,12.131,9.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,12.131,9.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,12.131,9.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,12.131,9.7,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,12.131,10.7,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,11.127,23.6,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,11.127,23.6,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,11.127,23.6,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,11.127,23.6,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,11.127,23.6,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,11.127,23.6,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,11.127,23.6,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,11.127,23.6,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,11.127,23.6,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.8,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.8,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.8,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.8,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.8,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.8,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.8,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.8,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.8,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,11.127,9.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,11.127,9.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,11.127,9.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,11.127,9.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,11.127,9.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,11.127,9.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,11.127,9.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,11.127,9.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,11.127,9.7,58.4212,6.660235
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.7,12.72029,17.96618
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.7,12.72029,17.97028
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.7,12.72029,6.660235
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.7,13.70022,17.96618
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.7,13.70022,17.97028
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.7,13.70022,6.660235
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.7,58.4212,17.96618
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.7,58.4212,17.97028
Guinea,Empty,141.5578,Empty,0.447329,11.127,10.7,58.4212,6.660235
Guyana,Empty,46.20012,Empty,1.407538,13.022,5.4,76.32202,121.6979
Haiti,Empty,61.2176,Empty,0.382689,11.138,4.7,19.83939,7.04953
Honduras,Empty,46.59542,Empty,4.018053,9.962,22.7,39.33305,67.34975
Hong Kong,Empty,72.16804,Empty,24.12392,Empty,Empty,123.7391,66.04235
Hungary,Empty,62.03732,Empty,13.7813,15.073,80.6,78.87965,177.3042
Iceland,Empty,9.830115,Empty,9.587983,19.107,66.8,91.59563,193.4557
India,61.35337,114.2534,Empty,4.633029,12.584,16.2,6.591627,81.32656
Indonesia,40.58501,87.04435,Empty,19.28694,13.976,14.0,18.93123,17.54795
Iran,77.44511,145.3703,Empty,8.86255,14.117,27.0,31.56294,25.31168
Iraq,Empty,56.0852,Empty,2.372846,12.223,26.2,19.06937,17.65778
Ireland,Empty,20.45518,Empty,13.14262,19.126,71.0,89.12802,304.9443
Israel,Empty,51.04705,Empty,12.29183,15.03,70.9,112.3838,179.6811
Italy,Empty,72.59271,Empty,12.18,16.658,93.8,72.86217,227.9344
Jamaica,Empty,46.42536,Empty,3.515365,12.46,7.2,64.65084,101.4178
Japan,1.449275,62.79357,Empty,19.75332,15.456,39.2,59.91444,61.62997
Jordan,Empty,41.05746,Empty,4.381492,12.627,31.4,37.98964,65.74244
Kazakhstan,Empty,88.82079,Empty,7.542468,14.816,31.3,67.95967,274.7434
Kenya,Empty,25.19668,Empty,1.125314,11.384,11.0,10.90459,81.53052
Kiribati,Empty,Empty,Empty,2.946819,11.803,25.5,43.15632,18.07315
Korea,69.58763,83.74474,Empty,12.6081,16.51,30.3,83.45363,31.37016
Korea,69.58763,83.74474,Empty,12.6081,16.51,75.2,83.45363,31.37016
Korea,69.58763,121.5339,Empty,12.6081,16.51,30.3,83.45363,31.37016
Korea,69.58763,121.5339,Empty,12.6081,16.51,75.2,83.45363,31.37016
Kuwait,Empty,51.57773,Empty,16.87266,15.691,30.9,76.65247,139.3715
Kyrgyzstan,Empty,107.8798,Empty,5.614652,12.995,31.3,36.37608,192.1088
Laos,Empty,107.5831,Empty,2.061914,Empty,15.6,29.84297,7.291407
Latvia,Empty,16.15828,Empty,10.64509,16.556,111.9,82.30761,215.6172
Lebanon,70.0,29.44482,Empty,7.224733,12.051,19.3,38.50324,109.4891
Lesotho,Empty,27.8202,Empty,0.56483,11.071,8.7,11.2966,95.38568
Liberia,Empty,12.84324,Empty,2.121745,10.466,10.9,20.09243,2.930968
Libya,Empty,27.61976,Empty,8.84572,13.977,18.3,42.89891,140.6734
Liechtenstein,Empty,Empty,Empty,Empty,15.466,Empty,Empty,Empty
Lithuania,Empty,8.52686,Empty,14.72201,16.4,111.7,79.44809,254.1011
Luxembourg,Empty,12.26203,Empty,20.30082,14.197,110.9,85.30704,228.513
Macao,Empty,Empty,Empty,20.36086,Empty,Empty,111.664,35.77708
Madagascar,Empty,21.19254,Empty,0.505896,9.213,11.0,5.341094,16.44162
Malawi,Empty,16.09653,Empty,0.912691,11.505,8.9,30.58507,10.67452
Malaysia,Empty,90.55596,Empty,15.70947,12.932,17.4,69.2547,41.5626
Maldives,Empty,Empty,Empty,20.69712,12.178,19.3,38.90579,117.277
Mali,Empty,25.48002,Empty,0.489619,7.037,10.8,7.500958,39.77662
Mali,Empty,25.48002,Empty,0.489619,7.037,10.8,7.500958,100.6312
Mali,Empty,25.48002,Empty,0.489619,7.037,10.8,11.12084,39.77662
Mali,Empty,25.48002,Empty,0.489619,7.037,10.8,11.12084,100.6312
Mali,Empty,25.48002,Empty,0.489619,7.037,9.6,7.500958,39.77662
Mali,Empty,25.48002,Empty,0.489619,7.037,9.6,7.500958,100.6312
Mali,Empty,25.48002,Empty,0.489619,7.037,9.6,11.12084,39.77662
Mali,Empty,25.48002,Empty,0.489619,7.037,9.6,11.12084,100.6312
Mali,Empty,25.48002,Empty,0.489619,7.647,10.8,7.500958,39.77662
Mali,Empty,25.48002,Empty,0.489619,7.647,10.8,7.500958,100.6312
Mali,Empty,25.48002,Empty,0.489619,7.647,10.8,11.12084,39.77662
Mali,Empty,25.48002,Empty,0.489619,7.647,10.8,11.12084,100.6312
Mali,Empty,25.48002,Empty,0.489619,7.647,9.6,7.500958,39.77662
Mali,Empty,25.48002,Empty,0.489619,7.647,9.6,7.500958,100.6312
Mali,Empty,25.48002,Empty,0.489619,7.647,9.6,11.12084,39.77662
Mali,Empty,25.48002,Empty,0.489619,7.647,9.6,11.12084,100.6312
Mali,Empty,25.48002,Empty,0.316326,7.037,10.8,7.500958,39.77662
Mali,Empty,25.48002,Empty,0.316326,7.037,10.8,7.500958,100.6312
Mali,Empty,25.48002,Empty,0.316326,7.037,10.8,11.12084,39.77662
